shipment_id,order_id,order_purchase_date,delivered_customer_date,estimated_delivery_date,warehouse_id,warehouse_name,carrier_id,carrier_name,category_name,sla_tier,actual_delivery_days,estimated_delivery_days,sla_target_days,delay_days,sla_breach_flag,real_late_delivery_flag,issue_type,quality_issue_flag,anomaly_flag
ship_72e57d0b326731ddd25d0d44212a42cb,72e57d0b326731ddd25d0d44212a42cb,2018-08-17,2018-08-28,2018-09-14,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,beleza_saude,fast,11,28,3,0,true,false,none,false,none
ship_7327c30a5230ce07bc2c7a695d553a00,7327c30a5230ce07bc2c7a695d553a00,2018-08-17,2018-08-23,2018-09-04,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,perfumaria,fast,6,18,3,0,true,false,none,false,none
ship_736a0ae761142f7a26c946edd552125d,736a0ae761142f7a26c946edd552125d,2018-08-17,2018-08-24,2018-09-10,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,informatica_acessorios,fast,7,24,3,0,true,false,none,false,none
ship_73e47be0498a4d9f19d88a0113af23fd,73e47be0498a4d9f19d88a0113af23fd,2018-08-17,2018-08-25,2018-08-28,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,beleza_saude,fast,8,11,3,0,true,false,none,false,none
ship_74af727a6c0d520a3943330d3cf93b42,74af727a6c0d520a3943330d3cf93b42,2018-08-17,2018-08-21,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,4,6,5,0,false,false,none,false,none
ship_74c7bfdb692393ddd530050d9e775b95,74c7bfdb692393ddd530050d9e775b95,2018-08-17,2018-08-20,2018-08-22,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,alimentos,standard,3,5,5,0,false,false,none,false,none
ship_75fd71aadc94da494ae8e9010c38d4d1,75fd71aadc94da494ae8e9010c38d4d1,2018-08-17,2018-08-27,2018-09-05,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,moveis_quarto,bulky,10,19,8,0,true,false,none,false,none
ship_763ff34638f08b1e6b6135c197e3a937,763ff34638f08b1e6b6135c197e3a937,2018-08-17,2018-08-21,2018-08-29,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,4,12,8,0,false,false,none,false,none
ship_76c943bbe1ddef57ebe9e810f1c108e6,76c943bbe1ddef57ebe9e810f1c108e6,2018-08-17,2018-08-21,2018-08-31,WH_SOUTH,South FC,CAR_C,Carrier C,bebes,standard,4,14,5,0,false,false,none,false,none
ship_79bcc8051d22d7df6b06a2043627ff5a,79bcc8051d22d7df6b06a2043627ff5a,2018-08-17,2018-08-24,2018-09-06,WH_SOUTH,South FC,CAR_A,Carrier A,beleza_saude,fast,7,20,3,0,true,false,none,false,none
ship_7ae7179411c2f0b4cb5d98d2254ca59b,7ae7179411c2f0b4cb5d98d2254ca59b,2018-08-17,2018-08-28,2018-09-06,WH_SOUTH,South FC,CAR_C,Carrier C,fashion_bolsas_e_acessorios,fast,11,20,3,0,true,false,none,false,none
ship_7bfa5cf288b9dab1fe987fdde74c14fd,7bfa5cf288b9dab1fe987fdde74c14fd,2018-08-17,2018-08-20,2018-09-19,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,moveis_decoracao,bulky,3,33,8,0,false,false,none,false,none
ship_7c3028f340bf35d728e7c42b911f30b9,7c3028f340bf35d728e7c42b911f30b9,2018-08-17,2018-08-29,2018-08-31,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,ferramentas_jardim,bulky,12,14,8,0,true,false,none,false,none
ship_7f344d881ecc07068685ad394ed44715,7f344d881ecc07068685ad394ed44715,2018-08-17,2018-08-22,2018-08-28,WH_SOUTH,South FC,CAR_B,Carrier B,beleza_saude,fast,5,11,3,0,true,false,none,false,none
ship_7f6a7361266d9b404f05250ef42cdc6d,7f6a7361266d9b404f05250ef42cdc6d,2018-08-17,2018-08-21,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,artes_e_artesanato,standard,4,6,5,0,false,false,none,false,none
ship_7feef5128350d0b84c9b26309b475e8c,7feef5128350d0b84c9b26309b475e8c,2018-08-17,2018-08-24,2018-08-30,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,7,13,8,0,false,false,none,false,none
ship_818ea45f3cef61b3f0f71a0491c1b636,818ea45f3cef61b3f0f71a0491c1b636,2018-08-17,2018-08-23,2018-08-22,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,esporte_lazer,standard,6,5,5,1,true,true,none,false,none
ship_8262ebe1e3df8d5a04eb3c663940c9b0,8262ebe1e3df8d5a04eb3c663940c9b0,2018-08-17,2018-08-27,2018-08-31,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,10,14,8,0,true,false,none,false,none
ship_82cfc721893072e906ea29b1f0fa08f0,82cfc721893072e906ea29b1f0fa08f0,2018-08-17,2018-08-27,2018-08-29,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cama_mesa_banho,bulky,10,12,8,0,true,false,none,false,none
ship_8564fe80e76566e25b05d31fca8a2393,8564fe80e76566e25b05d31fca8a2393,2018-08-17,2018-08-23,2018-09-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,6,25,8,0,false,false,none,false,none
ship_8692f02bfa6e672dc1feec8381f8127e,8692f02bfa6e672dc1feec8381f8127e,2018-08-17,2018-08-27,2018-08-28,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,10,11,8,0,true,false,none,false,none
ship_8719765a2c69491f63bc8b06f379488f,8719765a2c69491f63bc8b06f379488f,2018-08-17,2018-08-24,2018-08-27,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fashion_bolsas_e_acessorios,fast,7,10,3,0,true,false,none,false,none
ship_883915e4c377d6f9192fad3ae5d4374c,883915e4c377d6f9192fad3ae5d4374c,2018-08-17,2018-08-21,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,utilidades_domesticas,standard,4,6,5,0,false,false,none,false,none
ship_883bebd3f80e509963fbeaa51abf7c0a,883bebd3f80e509963fbeaa51abf7c0a,2018-08-17,2018-08-27,2018-09-10,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,10,24,3,0,true,false,missing,true,none
ship_88d1a4053f36cee7a806c473458c6c11,88d1a4053f36cee7a806c473458c6c11,2018-08-17,2018-08-24,2018-08-28,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bebes,standard,7,11,5,0,true,false,none,false,none
ship_88e8f243cb82b7e343068eb8073f388e,88e8f243cb82b7e343068eb8073f388e,2018-08-17,2018-08-28,2018-09-21,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,11,35,8,0,true,false,none,false,none
ship_89cfcb71856f9da1d6657a249ad239b2,89cfcb71856f9da1d6657a249ad239b2,2018-08-17,2018-08-23,2018-08-27,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,construcao_ferramentas_construcao,bulky,6,10,8,0,false,false,none,false,none
ship_8c0464e7da83f3138bfff17574a840b6,8c0464e7da83f3138bfff17574a840b6,2018-08-17,2018-08-22,2018-08-24,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,5,7,3,0,true,false,none,false,none
ship_8c8005895f46f6c1bdf16697c70e645a,8c8005895f46f6c1bdf16697c70e645a,2018-08-17,2018-08-25,2018-09-19,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,malas_acessorios,standard,8,33,5,0,true,false,none,false,none
ship_8cf765eeef8f04ca929a1cf64ffa2584,8cf765eeef8f04ca929a1cf64ffa2584,2018-08-17,2018-08-27,2018-09-05,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,brinquedos,standard,10,19,5,0,true,false,none,false,none
ship_8dbafac7422903530bd67f9cc974a094,8dbafac7422903530bd67f9cc974a094,2018-08-17,2018-08-22,2018-08-31,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_cozinha_area_de_servico_jantar_e_jardim,bulky,5,14,8,0,false,false,none,false,none
ship_8e1b263d5e8ddea4e42b96cc5fb0edc2,8e1b263d5e8ddea4e42b96cc5fb0edc2,2018-08-17,2018-08-28,2018-10-03,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,11,47,3,0,true,false,none,false,none
ship_8e3d8001d12c91d581b256dbb2762702,8e3d8001d12c91d581b256dbb2762702,2018-08-17,2018-08-23,2018-08-31,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bebes,standard,6,14,5,0,true,false,none,false,none
ship_8fec5674a5e6c130c661baf47ca8b861,8fec5674a5e6c130c661baf47ca8b861,2018-08-17,2018-08-23,2018-08-29,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,6,12,3,0,true,false,none,false,none
ship_90b1834032530ed03e7bbb0f6f2d7125,90b1834032530ed03e7bbb0f6f2d7125,2018-08-17,2018-08-27,2018-08-30,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bebes,standard,10,13,5,0,true,false,none,false,none
ship_90dbcfe5c30e1fd81cfaf22dc879e81b,90dbcfe5c30e1fd81cfaf22dc879e81b,2018-08-17,2018-08-21,2018-08-27,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bebes,standard,4,10,5,0,false,false,none,false,none
ship_91811480f57d846cb6b5b418b549f158,91811480f57d846cb6b5b418b549f158,2018-08-17,2018-08-27,2018-09-13,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,telefonia,fast,10,27,3,0,true,false,none,false,none
ship_91d7491c6b0eada151a7e307697841bc,91d7491c6b0eada151a7e307697841bc,2018-08-17,2018-08-23,2018-09-04,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,papelaria,fast,6,18,3,0,true,false,none,false,none
ship_92513d9a04507b68515a1866806bcf6c,92513d9a04507b68515a1866806bcf6c,2018-08-17,2018-08-24,2018-08-28,WH_SOUTH,South FC,CAR_B,Carrier B,automotivo,standard,7,11,5,0,true,false,none,false,none
ship_93670a5c977fd8e687b42178388d9ce7,93670a5c977fd8e687b42178388d9ce7,2018-08-17,2018-08-28,2018-09-14,WH_NORTH,North FC,CAR_B,Carrier B,eletronicos,fast,11,28,3,0,true,false,none,false,none
ship_93fe52f922933e89732474d91f6ac25f,93fe52f922933e89732474d91f6ac25f,2018-08-17,2018-08-22,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,telefonia,fast,5,6,3,0,true,false,none,false,none
ship_97281bb4f529a833c220982299fe4f34,97281bb4f529a833c220982299fe4f34,2018-08-17,2018-08-27,2018-09-03,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,utilidades_domesticas,standard,10,17,5,0,true,false,none,false,none
ship_993da8482e658ec7f1d0c6d955604936,993da8482e658ec7f1d0c6d955604936,2018-08-17,2018-08-23,2018-09-03,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,eletroportateis,standard,6,17,5,0,true,false,none,false,none
ship_9d0e1b41a4281d12d3324e4b7635b21e,9d0e1b41a4281d12d3324e4b7635b21e,2018-08-17,2018-08-27,2018-09-12,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,10,26,5,0,true,false,none,false,none
ship_a0c98bdda8405aeaa4b87bdcdd25da22,a0c98bdda8405aeaa4b87bdcdd25da22,2018-08-17,2018-08-27,2018-08-30,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,ferramentas_jardim,bulky,10,13,8,0,true,false,none,false,none
ship_a139ecd5f1989a8f5d829cc03aa1a046,a139ecd5f1989a8f5d829cc03aa1a046,2018-08-17,2018-08-28,2018-08-31,WH_SOUTH,South FC,CAR_A,Carrier A,beleza_saude,fast,11,14,3,0,true,false,none,false,none
ship_a306afa8587ad4c42f5a1c62184673a8,a306afa8587ad4c42f5a1c62184673a8,2018-08-17,2018-08-28,2018-09-04,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bebes,standard,11,18,5,0,true,false,none,false,none
ship_a3bebc15aac7ca437c445ca941e5d152,a3bebc15aac7ca437c445ca941e5d152,2018-08-17,2018-08-21,2018-08-29,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,utilidades_domesticas,standard,4,12,5,0,false,false,missing,true,none
ship_a46e7e8e02915adecb392ad065121a51,a46e7e8e02915adecb392ad065121a51,2018-08-17,2018-08-29,2018-09-27,WH_SOUTH,South FC,CAR_B,Carrier B,automotivo,standard,12,41,5,0,true,false,none,false,none
ship_a4a234174a4aa5d0d13f339d9308c4ec,a4a234174a4aa5d0d13f339d9308c4ec,2018-08-17,2018-08-27,2018-09-21,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,construcao_ferramentas_iluminacao,bulky,10,35,8,0,true,false,none,false,none
ship_a6d306fdfa4582a936be85949cf98a50,a6d306fdfa4582a936be85949cf98a50,2018-08-17,2018-08-29,2018-09-06,WH_SOUTH,South FC,CAR_B,Carrier B,malas_acessorios,standard,12,20,5,0,true,false,none,false,none
ship_a70a3d5d9d82bb809324d3bb6df076b2,a70a3d5d9d82bb809324d3bb6df076b2,2018-08-17,2018-08-24,2018-09-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,moveis_decoracao,bulky,7,32,8,0,false,false,none,false,none
ship_a85ca5795f5b9095cd0be276b40cfb8f,a85ca5795f5b9095cd0be276b40cfb8f,2018-08-17,2018-08-23,2018-09-03,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,esporte_lazer,standard,6,17,5,0,true,false,none,false,none
ship_a8cc5640bb6e6bf0280850917666c4d5,a8cc5640bb6e6bf0280850917666c4d5,2018-08-17,2018-08-27,2018-10-02,WH_SOUTH,South FC,CAR_D,Carrier D,automotivo,standard,10,46,5,0,true,false,none,false,none
ship_a8dab5a72130fd27326322c2b8cdfb5e,a8dab5a72130fd27326322c2b8cdfb5e,2018-08-17,2018-08-21,2018-08-30,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,eletronicos,fast,4,13,3,0,true,false,none,false,none
ship_a90caee2f02cc59cf28469ec71681116,a90caee2f02cc59cf28469ec71681116,2018-08-17,2018-08-27,2018-09-24,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,cool_stuff,standard,10,38,5,0,true,false,none,false,none
ship_aab255ef2ea7066420316c7ae7094fe2,aab255ef2ea7066420316c7ae7094fe2,2018-08-17,2018-08-21,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,4,6,3,0,true,false,none,false,none
ship_acdfcbe0149e3453b90ae4da5a27dfd3,acdfcbe0149e3453b90ae4da5a27dfd3,2018-08-17,2018-08-23,2018-09-10,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,6,24,5,0,true,false,none,false,none
ship_ad1c31ec035e55a4187e536234b28e38,ad1c31ec035e55a4187e536234b28e38,2018-08-17,2018-08-29,2018-09-05,WH_SOUTH,South FC,CAR_B,Carrier B,moveis_decoracao,bulky,12,19,8,0,true,false,none,false,none
ship_addc2b54c70b7422a237c1a3494132a1,addc2b54c70b7422a237c1a3494132a1,2018-08-17,2018-08-23,2018-09-11,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,esporte_lazer,standard,6,25,5,0,true,false,none,false,none
ship_ae94c1cc378bdf3a430f77809a22ee67,ae94c1cc378bdf3a430f77809a22ee67,2018-08-17,2018-08-29,2018-09-10,WH_SOUTH,South FC,CAR_C,Carrier C,papelaria,fast,12,24,3,0,true,false,none,false,none
ship_aea5a3457f531f97bc2b4a7cccbc1275,aea5a3457f531f97bc2b4a7cccbc1275,2018-08-17,2018-08-27,2018-09-06,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,relogios_presentes,fast,10,20,3,0,true,false,none,false,none
ship_b161cb44963e4283789c12f8ef88d24f,b161cb44963e4283789c12f8ef88d24f,2018-08-17,2018-08-23,2018-09-04,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,perfumaria,fast,6,18,3,0,true,false,none,false,none
ship_b17656c0ce138e982f37560850a9bc5c,b17656c0ce138e982f37560850a9bc5c,2018-08-17,2018-08-22,2018-08-29,WH_SOUTH,South FC,CAR_C,Carrier C,beleza_saude,fast,5,12,3,0,true,false,wrong,true,none
ship_b1cc9d6366adc60f9810891f491b54f5,b1cc9d6366adc60f9810891f491b54f5,2018-08-17,2018-08-28,2018-09-12,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,11,26,5,0,true,false,none,false,none
ship_b38b3526b8b8fdc807e8a0a42ab78573,b38b3526b8b8fdc807e8a0a42ab78573,2018-08-17,2018-08-25,2018-08-31,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,informatica_acessorios,fast,8,14,3,0,true,false,none,false,none
ship_b855a375ca3b96e3b1a106c27e2d339f,b855a375ca3b96e3b1a106c27e2d339f,2018-08-17,2018-08-25,2018-08-27,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,8,10,5,0,true,false,none,false,none
ship_b97ca938c0a55ff9a5b2a89081b4b677,b97ca938c0a55ff9a5b2a89081b4b677,2018-08-17,2018-08-23,2018-08-30,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,6,13,8,0,false,false,none,false,none
ship_b9a332beea1ccdc10289232c319ec338,b9a332beea1ccdc10289232c319ec338,2018-08-17,2018-08-24,2018-09-10,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,informatica_acessorios,fast,7,24,3,0,true,false,none,false,none
ship_ba2a82359a00bf0bd1f5ae32527a5a40,ba2a82359a00bf0bd1f5ae32527a5a40,2018-08-17,2018-08-22,2018-08-28,WH_SOUTH,South FC,CAR_A,Carrier A,informatica_acessorios,fast,5,11,3,0,true,false,none,false,none
ship_baed25a07d23ba7d05770c3f8562ecba,baed25a07d23ba7d05770c3f8562ecba,2018-08-17,2018-08-29,2018-09-13,WH_SOUTH,South FC,CAR_A,Carrier A,moveis_decoracao,bulky,12,27,8,0,true,false,none,false,none
ship_baed302a19771a88ccd8d3f8b6368e55,baed302a19771a88ccd8d3f8b6368e55,2018-08-17,2018-08-23,2018-08-30,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,esporte_lazer,standard,6,13,5,0,true,false,none,false,none
ship_bba30fab08220779d809343f597e9a46,bba30fab08220779d809343f597e9a46,2018-08-17,2018-08-22,2018-08-24,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,automotivo,standard,5,7,5,0,false,false,none,false,none
ship_bc0198f5ae1390929c3106becf240aae,bc0198f5ae1390929c3106becf240aae,2018-08-17,2018-08-23,2018-09-06,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cama_mesa_banho,bulky,6,20,8,0,false,false,none,false,none
ship_bc14a141bbb47b18a33d0a1747cab119,bc14a141bbb47b18a33d0a1747cab119,2018-08-17,2018-08-24,2018-08-28,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,7,11,5,0,true,false,none,false,none
ship_bd486e41e0b895151c98b33db1504f8d,bd486e41e0b895151c98b33db1504f8d,2018-08-17,2018-08-27,2018-08-31,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,perfumaria,fast,10,14,3,0,true,false,none,false,none
ship_bd61a1bf4bb521167f6718320f9f5508,bd61a1bf4bb521167f6718320f9f5508,2018-08-17,2018-08-24,2018-09-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,7,40,3,0,true,false,none,false,none
ship_be16ab3862dd2927ab1e3cb7434007f6,be16ab3862dd2927ab1e3cb7434007f6,2018-08-17,2018-08-30,2018-09-14,WH_SOUTH,South FC,CAR_D,Carrier D,informatica_acessorios,fast,13,28,3,0,true,false,none,false,none
ship_bf59031b111d726792fe47666cc55ed6,bf59031b111d726792fe47666cc55ed6,2018-08-17,2018-08-27,2018-09-26,WH_SOUTH,South FC,CAR_D,Carrier D,automotivo,standard,10,40,5,0,true,false,wrong,true,none
ship_bf63ff8d7ca75098eaba0418489ad64d,bf63ff8d7ca75098eaba0418489ad64d,2018-08-17,2018-08-27,2018-09-14,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,10,28,3,0,true,false,none,false,none
ship_c1cf3cb3cf9e48ca06d7eb08d8b9dc0a,c1cf3cb3cf9e48ca06d7eb08d8b9dc0a,2018-08-17,2018-08-23,2018-09-12,WH_SOUTH,South FC,CAR_A,Carrier A,beleza_saude,fast,6,26,3,0,true,false,damaged,true,none
ship_c27bfc90d25a350821474bf11c8a00b6,c27bfc90d25a350821474bf11c8a00b6,2018-08-17,2018-08-30,2018-09-05,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,relogios_presentes,fast,13,19,3,0,true,false,refund,true,none
ship_c571e33a662a6379681a73ca764dc4e4,c571e33a662a6379681a73ca764dc4e4,2018-08-17,2018-08-29,2018-10-01,WH_SOUTH,South FC,CAR_C,Carrier C,ferramentas_jardim,bulky,12,45,8,0,true,false,none,false,none
ship_c5d4547def055b1ec943673892380a0c,c5d4547def055b1ec943673892380a0c,2018-08-17,2018-08-27,2018-09-12,WH_SOUTH,South FC,CAR_A,Carrier A,beleza_saude,fast,10,26,3,0,true,false,none,false,none
ship_c60af7792f63f898ffc28eb10cd9d19a,c60af7792f63f898ffc28eb10cd9d19a,2018-08-17,2018-08-18,2018-08-28,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,beleza_saude,fast,1,11,3,0,false,false,none,false,none
ship_c6bab3474f095311c68ed0f0285749f6,c6bab3474f095311c68ed0f0285749f6,2018-08-17,2018-08-24,2018-09-05,WH_SOUTH,South FC,CAR_A,Carrier A,construcao_ferramentas_seguranca,bulky,7,19,8,0,false,false,none,false,none
ship_c6df71a18bb2d9e7d88ee3e4d7080982,c6df71a18bb2d9e7d88ee3e4d7080982,2018-08-17,2018-08-30,2018-09-04,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,telefonia,fast,13,18,3,0,true,false,none,false,none
ship_c7dd323224f4c34e9014d0a89e987b47,c7dd323224f4c34e9014d0a89e987b47,2018-08-17,2018-08-22,2018-08-27,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,esporte_lazer,standard,5,10,5,0,false,false,none,false,none
ship_cb8a63e70a7f664281f701b6abd79fe5,cb8a63e70a7f664281f701b6abd79fe5,2018-08-17,2018-08-23,2018-09-24,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,ferramentas_jardim,bulky,6,38,8,0,false,false,none,false,none
ship_cf0fcb02e2f9b6dcfd6aac8d664b663a,cf0fcb02e2f9b6dcfd6aac8d664b663a,2018-08-17,2018-08-24,2018-08-30,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fashion_bolsas_e_acessorios,fast,7,13,3,0,true,false,none,false,none
ship_cf18f775a1b2dfec83732a8679b66ec2,cf18f775a1b2dfec83732a8679b66ec2,2018-08-17,2018-08-20,2018-08-27,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,3,10,3,0,false,false,none,false,none
ship_d1041fe78c4a6af27bccc94c92c5621a,d1041fe78c4a6af27bccc94c92c5621a,2018-08-17,2018-08-27,2018-09-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,relogios_presentes,fast,10,31,3,0,true,false,none,false,none
ship_d2e0fadb18eae2ce47cee10a51b09351,d2e0fadb18eae2ce47cee10a51b09351,2018-08-17,2018-08-29,2018-09-10,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,automotivo,standard,12,24,5,0,true,false,none,false,none
ship_d2e58ee8581dcfe3133f8edcbd413722,d2e58ee8581dcfe3133f8edcbd413722,2018-08-17,2018-08-25,2018-09-04,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,8,18,5,0,true,false,none,false,none
ship_d427bbc436a25d6dc4b2795547544534,d427bbc436a25d6dc4b2795547544534,2018-08-17,2018-08-21,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,alimentos,standard,4,6,5,0,false,false,none,false,none
ship_d5a2d5dbc8d728f724b8427dae1f97ba,d5a2d5dbc8d728f724b8427dae1f97ba,2018-08-17,2018-08-22,2018-08-24,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,malas_acessorios,standard,5,7,5,0,false,false,none,false,none
ship_d62354cddc18720cf8a24b521570a8f7,d62354cddc18720cf8a24b521570a8f7,2018-08-17,2018-08-21,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,alimentos,standard,4,6,5,0,false,false,none,false,none
ship_d6f49f5dff3052a0ecf30c9493a975f3,d6f49f5dff3052a0ecf30c9493a975f3,2018-08-17,2018-08-22,2018-08-22,WH_SOUTH,South FC,CAR_D,Carrier D,cama_mesa_banho,bulky,5,5,8,0,false,false,none,false,none
ship_d84d70e52f7b7abba77d84d49d97a134,d84d70e52f7b7abba77d84d49d97a134,2018-08-17,2018-08-27,2018-09-04,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,esporte_lazer,standard,10,18,5,0,true,false,none,false,none
ship_d8c3814df9c4a328159b280e60a59486,d8c3814df9c4a328159b280e60a59486,2018-08-17,2018-08-21,2018-09-03,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,pet_shop,standard,4,17,5,0,false,false,none,false,none
ship_d9f732bbd3289880267ad9b54d466ec3,d9f732bbd3289880267ad9b54d466ec3,2018-08-17,2018-08-24,2018-08-29,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,alimentos,standard,7,12,5,0,true,false,none,false,none
ship_da623e7139d6c03919f9e5bac910bbd3,da623e7139d6c03919f9e5bac910bbd3,2018-08-17,2018-08-21,2018-08-22,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,livros_tecnicos,standard,4,5,5,0,false,false,none,false,none
ship_db66dca329373cf37340222e240340b6,db66dca329373cf37340222e240340b6,2018-08-17,2018-08-28,2018-09-19,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,automotivo,standard,11,33,5,0,true,false,none,false,none
ship_dced68d765c92476f957de16fe116ecc,dced68d765c92476f957de16fe116ecc,2018-08-17,2018-08-25,2018-09-06,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,eletroportateis,standard,8,20,5,0,true,false,none,false,none
ship_e144a54c13458667eb25fc1a5eaf5139,e144a54c13458667eb25fc1a5eaf5139,2018-08-17,2018-08-22,2018-08-23,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,5,6,3,0,true,false,none,false,none
ship_e22dd2bae96c7c1909225e77fc1a2a31,e22dd2bae96c7c1909225e77fc1a2a31,2018-08-17,2018-08-20,2018-08-24,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,informatica_acessorios,fast,3,7,3,0,false,false,none,false,none
ship_e260cc3baa8f4aae3fab201ef60e1127,e260cc3baa8f4aae3fab201ef60e1127,2018-08-17,2018-08-21,2018-08-22,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,livros_tecnicos,standard,4,5,5,0,false,false,none,false,none
ship_e2f32fa6ee7888b5fc5fcac4cfd8d055,e2f32fa6ee7888b5fc5fcac4cfd8d055,2018-08-17,2018-08-24,2018-08-28,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,brinquedos,standard,7,11,5,0,true,false,none,false,none
